#timestamp x y z q_x q_y q_z q_w
1698828579.044049 0.000006637006248 0.000016723178567 -0.000002034757530 0.000013348641314 0.000004509265414 -0.000007699755203 0.999999999871097
1698828579.076689 0.000008023768225 0.000042334423263 -0.000005783663763 0.000007363575456 -0.000022340170694 -0.000015605326932 0.999999999601584
1698828579.109339 0.000005584663793 0.000071923058807 -0.000005700657989 0.000009818900159 -0.000024271676020 -0.000023572355581 0.999999999379410
1698828579.143889 -0.000035788698220 0.000072324390020 0.000043344251292 -0.000099283025879 0.000002714321661 -0.000014647376050 0.999999994960484
1698828579.176539 -0.000015620510718 0.000031215424152 0.000002177903396 0.000045443043250 -0.000021024591834 -0.000008251892692 0.999999998712401
1698828579.210049 -0.000059979544666 0.000171886063836 0.000174184342563 -0.000034626613232 -0.000064379301614 -0.000092636459007 0.999999993037395
1698828579.242749 -0.000076395048130 0.000379761160854 0.000600643282646 -0.000137654812107 -0.000099022178971 -0.000194442503633 0.999999966718936
1698828579.277339 0.000133322101394 0.000090692916962 0.000202066756716 0.000051953554523 -0.000011039198463 -0.000058578870097 0.999999996873740
1698828579.309979 0.000108386532928 0.000081268291180 0.000190622682146 0.000031242687790 -0.000019739252092 -0.000049161826321 0.999999998108686
1698828579.342619 0.000120527347948 0.000051657198915 0.000269768767081 0.000073690980090 0.000052239931924 -0.000026655094091 0.999999995565067
1698828579.377149 0.000087462226880 0.000081269196855 0.000230138969757 0.000044851511207 -0.000010123455597 -0.000064687789604 0.999999996850674
1698828579.409559 0.000118685394160 0.000110556915988 0.000221924070451 0.000038523740051 -0.000014066181194 -0.000076561967243 0.999999996228165
1698828579.443419 0.000101910164657 0.000111568531224 0.000241875143773 0.000022888137924 0.000009019100354 -0.000085161827855 0.999999996071126
1698828579.476059 0.000116345042983 0.000104445941062 0.000280600700167 0.000028595225085 0.000028302591945 -0.000074521524380 0.999999996413909
1698828579.510619 0.000101613619618 0.000120978401011 0.000249989306002 0.000013589390540 -0.000002605665176 -0.000083784530663 0.999999996394346
1698828579.542679 0.000147890840147 0.000055437158149 0.000257694081510 0.000042292946060 0.000023502203374 -0.000046803230587 0.999999997734205
1698828579.576839 0.000144804739942 0.000093701055716 0.000258864691102 0.000031455317674 0.000023460043320 -0.000071889327585 0.999999996646057
1698828579.609479 0.000128217179377 0.000061393940054 0.000246881631313 0.000046785174808 0.000019602522053 -0.000049400927208 0.999999997493218
1698828579.644049 0.000135204114743 0.000070563903517 0.000278908795437 0.000043666390674 0.000026214427174 -0.000044187699159 0.999999997726749
1698828579.676683 0.000136503969944 0.000072659140611 0.000303355959691 0.000032837827189 0.000047201862190 -0.000055094936167 0.999999996829105
1698828579.709319 0.000118151770621 0.000078677732853 0.000262303600115 0.000041683357555 -0.000000699004683 -0.000058615329722 0.999999997413126
1698828579.743883 0.000132253661107 0.000054497470391 0.000297351269028 0.000068487219377 0.000048639043672 -0.000037639836167 0.999999995763494
1698828579.776523 0.000127274200983 0.000055025035499 0.000306753137489 0.000051360516497 0.000068934920763 -0.000040224029401 0.999999995496051
1698828579.810123 0.000129175646195 0.000092646587971 0.000287298136374 0.000029345629583 0.000024569277314 -0.000059562634438 0.999999997493739
1698828579.842773 0.000147809756832 0.000027404193291 0.000366316782617 0.000027209479185 0.000088340310157 -0.000007777276853 0.999999995697574
1698828579.877313 0.000133555148001 0.000058197674302 0.000332790943582 0.000023644958247 0.000050919707919 -0.000029188121943 0.999999997998076
1698828579.909973 0.000153906078587 0.000070560922563 0.000327500049351 0.000020004944486 0.000032133084747 -0.000034679169677 0.999999998682311
1698828579.943553 0.000122811378424 0.000089114886899 0.000299966863641 0.000032597686955 0.000020660469531 -0.000059942959756 0.999999997458689
1698828579.975853 0.000130802894783 0.000076931646238 0.000361490662679 0.000040780696694 0.000056913796772 -0.000044954099456 0.999999996538442
1698828580.010763 0.000099329193479 0.000056687483215 0.000265363492324 0.000025009517675 -0.000012624411834 -0.000031920819545 0.999999999098105
1698828580.042763 0.000111370470301 0.000101422680233 0.000300771151758 0.000015826463374 0.000012588454837 -0.000064965572870 0.999999997685264
1698828580.075663 0.000123294814423 0.000098332865752 0.000306242572475 0.000023814235530 -0.000000844779155 -0.000064380006270 0.999999997643692
1698828580.110573 0.000145916794353 0.000130733496445 0.000272477869104 0.000016248506688 -0.000020098457668 -0.000078991648415 0.999999996546179
1698828580.143253 0.000157480547400 0.000130692489591 0.000297970959788 -0.000005313215986 -0.000008987677019 -0.000079344871293 0.999999996797691
1698828580.176613 0.000140313983467 0.000094047531366 0.000302788931564 0.000021896821733 0.000031430615933 -0.000053902436684 0.999999997813587
1698828580.209473 0.000092050276232 0.000105064643035 0.000328246239647 0.000000890219574 0.000019162567178 -0.000060084515506 0.999999998010927
1698828580.244033 0.000095804500846 0.000146643607743 0.000269254465401 -0.000018087358486 -0.000041636691471 -0.000082687241411 0.999999995551027
1698828580.276213 0.000134380493010 0.000094936656237 0.000328175596859 0.000014081920912 0.000004616493682 -0.000059779280914 0.999999998103413
1698828580.309323 0.000129800301997 0.000116613621411 0.000322044868039 0.000011064474010 -0.000008631638888 -0.000075720573676 0.999999997034734
1698828580.343883 0.000101720035816 0.000114621409162 0.000353585431598 0.000024241526326 0.000058238712537 -0.000055769682976 0.999999996455172
1698828580.376523 0.000114185392490 0.000127391929511 0.000329954292864 0.000026148345162 0.000036153990524 -0.000067834162154 0.999999996703840
1698828580.410103 0.000107115534726 0.000110594931900 0.000304789679018 0.000015013134508 0.000004296367333 -0.000064231546082 0.999999997815228
1698828580.442763 0.000080564831634 0.000110719962043 0.000290007809132 0.000002617582147 -0.000016788837204 -0.000061758758575 0.999999997948569
1698828580.477323 0.000135422748455 0.000100209398334 0.000329320101071 0.000017604981382 0.000010577071164 -0.000062266776637 0.999999997850519
1698828580.509973 0.000113817351787 0.000084670548704 0.000283532507767 -0.000002562945523 -0.000026817902418 -0.000050742919370 0.999999998349694
1698828580.543513 0.000108062813153 0.000092659590945 0.000320112041403 0.000026178789743 0.000033715179401 -0.000045349910975 0.999999998060672
1698828580.576193 0.000090825580382 0.000115253080823 0.000345396853821 0.000012659543836 0.000041340575987 -0.000071338445154 0.999999996520759
1698828580.610763 0.000079648451137 0.000132455488293 0.000316237747691 -0.000003797780967 0.000011188869796 -0.000072273251255 0.999999997318482
1698828580.643403 0.000114271775771 0.000134181198402 0.000331878800501 -0.000003514831253 0.000039443756952 -0.000070445513482 0.999999996734633
1698828580.676072 0.000122456747015 0.000052698988569 0.000368320402923 0.000059923372266 0.000066663694427 -0.000032384879251 0.999999995458180
1698828580.710243 0.000142814415930 0.000104383607557 0.000341952438393 0.000035975206071 0.000035016018053 -0.000063332587151 0.999999996734323
1698828580.743272 0.000113819694955 0.000126258201779 0.000282758732261 0.000028051546371 -0.000021821825939 -0.000083037028362 0.999999995920885
1698828580.776872 0.000085321847421 0.000122572027067 0.000295614712947 0.000000342066957 0.000002604014746 -0.000082680191615 0.999999996578544
1698828580.809522 0.000061623259845 0.000147343466357 0.000294545245326 0.000005366235981 -0.000004323297614 -0.000095054084652 0.999999995458617
1698828580.843322 0.000101825693487 0.000147141253298 0.000328233981343 0.000013718832149 0.000044599898928 -0.000097904267888 0.999999994118698
1698828580.876722 0.000125843106744 0.000101653796493 0.000324980418348 0.000027510037219 0.000011261250310 -0.000061712888443 0.999999997653951
1698828580.909272 0.000113760528431 0.000081027672418 0.000315686750817 0.000042065053979 0.000014195804264 -0.000069495420081 0.999999996599699
1698828580.943912 0.000066614054915 0.000102978949307 0.000251299986415 0.000030097679045 -0.000060206792683 -0.000075910869516 0.999999994853406
1698828580.976562 0.000079531832802 0.000100014095490 0.000273973178836 0.000038108308254 0.000001439389929 -0.000062223992724 0.999999997336930
1698828581.010162 0.000067820709362 0.000112738798006 0.000270309102679 0.000014021383471 -0.000006922315189 -0.000077474536422 0.999999996876589
1698828581.042792 0.000093279737187 0.000082527662832 0.000309432500091 0.000030886860814 0.000038093424646 -0.000044645474882 0.999999997800837
1698828581.077362 0.000104040062525 0.000054780048864 0.000361495146235 0.000047271417760 0.000081879308931 -0.000052490054290 0.999999994152993
1698828581.110002 0.000117561219213 0.000103364270913 0.000334029291460 0.000022701616044 0.000041061963594 -0.000069382018549 0.999999996492344
1698828581.142642 0.000121949218572 0.000118168181718 0.000348438791411 0.000015397165992 0.000059822299386 -0.000067048907477 0.999999995844332
1698828581.177122 0.000098749155281 0.000051837693045 0.000302942140367 0.000053668571437 0.000014101874874 -0.000049745670296 0.999999997223095
1698828581.209842 0.000095320717473 0.000070518920466 0.000293337146284 0.000040567141926 0.000018731551239 -0.000041107913434 0.999999998156788
1698828581.243432 0.000072660132490 0.000054256731455 0.000275903828918 0.000033583226958 0.000002303000589 -0.000042271846376 0.999999998539977
1698828581.275141 0.000105813990062 0.000086296506457 0.000289143043115 0.000039079085226 0.000008990623754 -0.000058879849466 0.999999997462579
1698828581.310642 0.000116402115959 0.000093948245240 0.000305484218182 0.000046703507821 0.000011956466891 -0.000051805825461 0.999999997495991
1698828581.342871 0.000099343006610 0.000129678578987 0.000332064018960 0.000014742449738 0.000033877473735 -0.000099543904922 0.999999994362994
1698828581.376862 0.000124216375937 0.000132270389644 0.000302078963813 0.000007780448459 0.000005929112428 -0.000056947892941 0.999999998330624
1698828581.409512 0.000104812935905 0.000145643358728 0.000255055077419 -0.000000111686673 -0.000015407196965 -0.000097098872850 0.999999995167207
1698828581.444072 0.000100655694429 0.000141650341180 0.000217177188979 -0.000040376586280 -0.000078423700950 -0.000087895531196 0.999999992246915
1698828581.476712 0.000113590642140 0.000130925915373 0.000276665187918 -0.000009132025785 0.000010534914852 -0.000080588397003 0.999999996655566
1698828581.509351 0.000120641611802 0.000124254619465 0.000311508755823 0.000012768023734 0.000015700959151 -0.000076525655871 0.999999996867141
1698828581.543902 0.000099158173876 0.000177821908249 0.000297180101777 0.000010040151670 0.000003473144681 -0.000119353598463 0.999999992820926
1698828581.576552 0.000118314917750 0.000112257447766 0.000323170359077 0.000029933678703 0.000055686140923 -0.000086703733271 0.999999994242746
1698828581.610162 0.000099098631658 0.000104245503264 0.000321503965790 0.000041040875282 0.000035186806019 -0.000073832585521 0.999999995813142
1698828581.642781 0.000120885358421 0.000138838438141 0.000310017725541 0.000012516017197 0.000051854233857 -0.000084373787479 0.999999995017776
1698828581.677358 0.000124175263484 0.000131013026985 0.000304095761753 0.000024000884674 0.000030625020167 -0.000088739391898 0.999999995305693
1698828581.709942 0.000103258879306 0.000130150987085 0.000290316472338 0.000027860943885 0.000010615084682 -0.000071921142890 0.999999996969218
1698828581.742638 0.000103085994893 0.000133563036707 0.000261381315659 0.000019230784930 -0.000030997123041 -0.000077760828420 0.999999996311304
1698828581.777138 0.000091829751061 0.000123553850277 0.000279223801134 0.000010312909602 -0.000018529735308 -0.000073152022231 0.999999997099537
1698828581.809828 0.000091021282617 0.000089686245571 0.000228366628912 0.000015567456841 -0.000030710813742 -0.000057637843785 0.999999997746190
1698828581.843438 0.000108315207841 0.000132462388821 0.000280844015100 0.000003451516084 0.000016035200808 -0.000079357268597 0.999999996716691
1698828581.876058 0.000115534763857 0.000155457348806 0.000290275163069 0.000008612280876 0.000006674736865 -0.000095375384357 0.999999995392406
1698828581.910628 0.000111537709190 0.000158571876090 0.000283905913640 0.000025400704947 0.000015040175210 -0.000103018780807 0.999999994257864
1698828581.943278 0.000101020708565 0.000153508629040 0.000285262993630 -0.000015166018699 -0.000012520353319 -0.000082012853164 0.999999996443562
1698828581.976838 0.000124764519993 0.000109073462335 0.000293351958745 0.000036247731177 0.000018703962226 -0.000074603518900 0.999999996385289
1698828582.009478 0.000147890165415 0.000099908830783 0.000340694067537 0.000044170471150 0.000064303070645 -0.000075195224700 0.999999994129881
1698828582.044078 0.000107644053029 0.000101071631486 0.000286187679548 0.000015487568183 0.000003229113012 -0.000062580508422 0.999999997916694
1698828582.076618 0.000097030830647 0.000054440089282 0.000308726811729 0.000062400844713 0.000055008629473 -0.000049277992486 0.999999995325932
1698828582.109358 0.000106086921938 0.000104302386210 0.000320350269341 0.000036291699652 0.000039271612075 -0.000077321315883 0.999999995581033
1698828582.143918 0.000086365154029 0.000127786842226 0.000339812858167 -0.000002374641005 0.000033882016004 -0.000081472916775 0.999999996104267
1698828582.176528 0.000111720104290 0.000143580308759 0.000340174032514 0.000010900381339 0.000049546732420 -0.000085847412774 0.999999995028262
1698828582.210118 0.000089466738497 0.000144228586212 0.000326750611321 0.000014820404955 0.000056391056568 -0.000082891163295 0.999999994864730
1698828582.242768 0.000095586520501 0.000133211476472 0.000294018272220 0.000014840395359 0.000022455104556 -0.000090091291948 0.999999995579545
1698828582.277308 0.000087918319860 0.000143345283493 0.000299488026265 0.000010528342053 0.000050994782390 -0.000084965147563 0.999999995034805
